ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
18379,ECON,3010,303,Discussion,0,Staff,Fr 10:00am - 10:50am,New Cabell Hall 232,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Microeconomics,,Open,0,23,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy. Credit is not given for both ECON 3010 and 3110. Prerequisite: ECON 2010 and one of the following: MATH 1220, MATH 1320, APMA 1110."
18866,ECON,3010,304,Discussion,0,Staff,Fr 11:00am - 11:50am,Nau Hall 211,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Microeconomics,,Open,0,23,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy. Credit is not given for both ECON 3010 and 3110. Prerequisite: ECON 2010 and one of the following: MATH 1220, MATH 1320, APMA 1110."
13481,ECON,3020,090,Lecture,3,Christopher Mcgee,MoWe 8:30am - 9:45am,Monroe Hall 130,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Macroeconomics,,Open,0,90,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level. Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
13485,ECON,3020,091,Lecture,3,Christopher Mcgee,MoWe 2:00pm - 3:15pm,Monroe Hall 130,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Macroeconomics,,Open,0,80,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level. Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
18901,ECON,3020,100,Discussion,0,Staff,We 4:00pm - 4:50pm,Chemistry Bldg 306,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Macroeconomics,,Open,0,23,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level. Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
12148,ECON,3020,101,Discussion,0,Staff,We 5:00pm - 5:50pm,New Cabell Hall 032,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Macroeconomics,,Open,0,23,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level. Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
14009,ECON,3020,102,Discussion,0,Staff,We 6:00pm - 6:50pm,New Cabell Hall 489,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Macroeconomics,,Open,0,23,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level. Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
14011,ECON,3020,103,Discussion,0,Staff,We 5:00pm - 5:50pm,Monroe Hall 114,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Macroeconomics,,Open,0,23,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level. Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
12149,ECON,3020,104,Discussion,0,Staff,We 5:00pm - 5:50pm,New Cabell Hall 489,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Macroeconomics,,Open,0,23,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level. Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
14010,ECON,3020,105,Discussion,0,Staff,We 6:00pm - 6:50pm,New Cabell Hall 332,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Macroeconomics,,Open,0,23,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level. Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
13482,ECON,3020,106,Discussion,0,Staff,We 7:00pm - 7:50pm,Monroe Hall 111,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Macroeconomics,,Open,0,23,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level. Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
18902,ECON,3020,107,Discussion,0,Staff,We 8:00pm - 8:50pm,Wilson Hall 238,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Macroeconomics,,Open,0,23,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level. Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
12147,ECON,3020,400,Lecture,3,Maria Westerfield,TuTh 12:30pm - 1:45pm,Clark Hall 107,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Macroeconomics,,Open,0,100,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level. Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
18867,ECON,3020,401,Discussion,0,Staff,Th 8:00pm - 8:50pm,New Cabell Hall 368,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Macroeconomics,,Open,0,25,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level. Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
18380,ECON,3020,402,Discussion,0,Staff,Th 6:00pm - 6:50pm,Monroe Hall 111,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Macroeconomics,,Open,0,25,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level. Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
12150,ECON,3020,403,Discussion,0,Staff,Th 7:00pm - 7:50pm,New Cabell Hall 368,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Macroeconomics,,Open,0,25,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level. Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
18542,ECON,3020,404,Discussion,0,Staff,Th 8:00pm - 8:50pm,Monroe Hall 118,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Macroeconomics,,Open,0,25,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level. Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
11437,ECON,3030,100,Lecture,3,Carter Doyle,MoWe 1:00pm - 1:50pm,Monroe Hall 130,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Money and Banking,,Open,0,75,0,"Studies the role of money in the economic system, with emphasis on monetary policy and theory. Prerequisite: ECON 2020."
12615,ECON,3030,110,Discussion,0,Staff,We 5:00pm - 5:50pm,New Cabell Hall 232,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Money and Banking,,Open,0,25,0,"Studies the role of money in the economic system, with emphasis on monetary policy and theory. Prerequisite: ECON 2020."
12616,ECON,3030,111,Discussion,0,Staff,We 6:00pm - 6:50pm,Maury Hall 110,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Money and Banking,,Open,0,25,0,"Studies the role of money in the economic system, with emphasis on monetary policy and theory. Prerequisite: ECON 2020."
12617,ECON,3030,112,Discussion,0,Staff,We 7:00pm - 7:50pm,Wilson Hall 238,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Money and Banking,,Open,0,25,0,"Studies the role of money in the economic system, with emphasis on monetary policy and theory. Prerequisite: ECON 2020."
13489,ECON,3030,200,Lecture,3,Zachary Bethune,TuTh 12:30pm - 1:45pm,Chemistry Bldg 206,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Money and Banking,,Open,0,54,0,"Studies the role of money in the economic system, with emphasis on monetary policy and theory. Prerequisite: ECON 2020."
13490,ECON,3030,201,Discussion,0,Staff,Th 5:00pm - 5:50pm,Wilson Hall 238,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Money and Banking,,Open,0,25,0,"Studies the role of money in the economic system, with emphasis on monetary policy and theory. Prerequisite: ECON 2020."
13491,ECON,3030,202,Discussion,0,Staff,Th 6:00pm - 6:50pm,Maury Hall 115,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Money and Banking,,Open,0,25,0,"Studies the role of money in the economic system, with emphasis on monetary policy and theory. Prerequisite: ECON 2020."
18543,ECON,3030,203,Discussion,0,Staff,Th 7:00pm - 7:50pm,Wilson Hall 238,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Money and Banking,,Open,0,25,0,"Studies the role of money in the economic system, with emphasis on monetary policy and theory. Prerequisite: ECON 2020."
18350,ECON,3030,300,Lecture,3,Zachary Bethune,TuTh 11:00am - 12:15pm,Monroe Hall 130,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Money and Banking,,Open,0,70,0,"Studies the role of money in the economic system, with emphasis on monetary policy and theory. Prerequisite: ECON 2020."
18386,ECON,3030,301,Discussion,0,Staff,Fr 8:00am - 8:50am,Wilson Hall 214,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Money and Banking,,Open,0,25,0,"Studies the role of money in the economic system, with emphasis on monetary policy and theory. Prerequisite: ECON 2020."
18387,ECON,3030,302,Discussion,0,Staff,Fr 9:00am - 9:50am,Maury Hall 115,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Money and Banking,,Open,0,25,0,"Studies the role of money in the economic system, with emphasis on monetary policy and theory. Prerequisite: ECON 2020."
18388,ECON,3030,303,Discussion,0,Staff,Fr 10:00am - 10:50am,New Cabell Hall 323,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Money and Banking,,Open,0,25,0,"Studies the role of money in the economic system, with emphasis on monetary policy and theory. Prerequisite: ECON 2020."
18928,ECON,3040,100,Lecture,3,Sarah Turner,MoWe 10:00am - 10:50am,Monroe Hall 130,01/19/2022 - 05/03/2022,,,,,,,,,,,,,The Economics of Education,,Open,0,68,0,"Analyzes the demand for, and supply of, education in the United States, governmental policies regarding education, and proposed reforms. Prerequisite: ECON 2010."
18929,ECON,3040,101,Discussion,0,Staff,We 6:00pm - 6:50pm,New Cabell Hall 232,01/19/2022 - 05/03/2022,,,,,,,,,,,,,The Economics of Education,,Open,0,23,0,"Analyzes the demand for, and supply of, education in the United States, governmental policies regarding education, and proposed reforms. Prerequisite: ECON 2010."
18930,ECON,3040,102,Discussion,0,Staff,We 7:00pm - 7:50pm,New Cabell Hall 395,01/19/2022 - 05/03/2022,,,,,,,,,,,,,The Economics of Education,,Open,0,23,0,"Analyzes the demand for, and supply of, education in the United States, governmental policies regarding education, and proposed reforms. Prerequisite: ECON 2010."
18931,ECON,3040,103,Discussion,0,Staff,We 8:00pm - 8:50pm,Wilson Hall 214,01/19/2022 - 05/03/2022,,,,,,,,,,,,,The Economics of Education,,Open,0,23,0,"Analyzes the demand for, and supply of, education in the United States, governmental policies regarding education, and proposed reforms. Prerequisite: ECON 2010."
18370,ECON,3110,100,Lecture,4,Maxim Engers,TuTh 3:30pm - 4:45pm,Monroe Hall 134,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Mathematical Microeconomics,,Open,0,40,0,Covers the same topics as ECON 3010 using differential calculus through constrained maximization of functions of several variables. Credit is not given for both ECON 3010 and 3110. Prerequisite: ECON 2010 and two semesters of calculus.
18371,ECON,3110,101,Discussion,0,Staff,Th 5:00pm - 5:50pm,Dell 2 102,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Mathematical Microeconomics,,Open,0,20,0,Covers the same topics as ECON 3010 using differential calculus through constrained maximization of functions of several variables. Credit is not given for both ECON 3010 and 3110. Prerequisite: ECON 2010 and two semesters of calculus.
18372,ECON,3110,102,Discussion,0,Staff,Th 6:00pm - 6:50pm,Maury Hall 110,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Mathematical Microeconomics,,Open,0,20,0,Covers the same topics as ECON 3010 using differential calculus through constrained maximization of functions of several variables. Credit is not given for both ECON 3010 and 3110. Prerequisite: ECON 2010 and two semesters of calculus.
10109,ECON,3720,099,Lecture,4,Ronald Michener,MoWe 2:00pm - 3:15pm,McLeod Hall 1004,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Econometrics,,Open,0,60,0,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems. Prerequisite: STAT 2120, STAT 3120, APMA 3110, or APMA 3120"
10112,ECON,3720,100,Discussion,0,Staff,Th 6:00pm - 6:50pm,New Cabell Hall 268,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Econometrics,,Open,0,15,0,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems. Prerequisite: STAT 2120, STAT 3120, APMA 3110, or APMA 3120"
10111,ECON,3720,101,Discussion,0,Staff,Th 7:00pm - 7:50pm,New Cabell Hall 268,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Econometrics,,Open,0,15,0,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems. Prerequisite: STAT 2120, STAT 3120, APMA 3110, or APMA 3120"
18395,ECON,3720,103,Discussion,0,Staff,Fr 8:00am - 8:50am,Bryan Hall 203,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Econometrics,,Open,0,15,0,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems. Prerequisite: STAT 2120, STAT 3120, APMA 3110, or APMA 3120"
18868,ECON,3720,104,Discussion,0,Staff,Fr 9:00am - 9:50am,Bryan Hall 203,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Econometrics,,Open,0,15,0,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems. Prerequisite: STAT 2120, STAT 3120, APMA 3110, or APMA 3120"
18348,ECON,3720,200,Lecture,4,Stefan Ruediger,TuTh 3:30pm - 4:45pm,Minor Hall 125,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Econometrics,,Open,0,85,0,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems. Prerequisite: STAT 2120, STAT 3120, APMA 3110, or APMA 3120"
18396,ECON,3720,201,Discussion,0,Staff,Fr 8:00am - 8:50am,Kerchof Hall 317,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Econometrics,,Open,0,20,0,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems. Prerequisite: STAT 2120, STAT 3120, APMA 3110, or APMA 3120"
18397,ECON,3720,202,Discussion,0,Staff,Fr 9:00am - 9:50am,Kerchof Hall 317,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Econometrics,,Open,0,20,0,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems. Prerequisite: STAT 2120, STAT 3120, APMA 3110, or APMA 3120"
18398,ECON,3720,203,Discussion,0,Staff,Th 7:00pm - 7:50pm,Physics Bldg 218,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Econometrics,,Open,0,20,0,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems. Prerequisite: STAT 2120, STAT 3120, APMA 3110, or APMA 3120"
18399,ECON,3720,204,Discussion,0,Staff,Th 8:00pm - 8:50pm,Wilson Hall 238,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Econometrics,,Open,0,20,0,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems. Prerequisite: STAT 2120, STAT 3120, APMA 3110, or APMA 3120"
18893,ECON,3720,300,Lecture,4,Stefan Ruediger,TuTh 5:00pm - 6:15pm,Minor Hall 125,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Econometrics,,Open,0,75,0,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems. Prerequisite: STAT 2120, STAT 3120, APMA 3110, or APMA 3120"
18894,ECON,3720,301,Discussion,0,Staff,Fr 8:00am - 8:50am,Physics Bldg 210,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Econometrics,,Open,0,20,0,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems. Prerequisite: STAT 2120, STAT 3120, APMA 3110, or APMA 3120"
18895,ECON,3720,302,Discussion,0,Staff,Fr 9:00am - 9:50am,New Cabell Hall 132,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Econometrics,,Open,0,20,0,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems. Prerequisite: STAT 2120, STAT 3120, APMA 3110, or APMA 3120"
18896,ECON,3720,303,Discussion,0,Staff,Fr 10:00am - 10:50am,Maury Hall 113,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Econometrics,,Open,0,20,0,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems. Prerequisite: STAT 2120, STAT 3120, APMA 3110, or APMA 3120"
18897,ECON,3720,304,Discussion,0,Staff,Fr 11:00am - 11:50am,Chemistry Bldg 306,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Econometrics,,Open,0,20,0,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems. Prerequisite: STAT 2120, STAT 3120, APMA 3110, or APMA 3120"
12452,ECON,3720,500,Lecture,4,Jonathan Colmer,MoWe 3:30pm - 4:45pm,Clark Hall 108,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Econometrics,,Open,0,95,0,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems. Prerequisite: STAT 2120, STAT 3120, APMA 3110, or APMA 3120"
12322,ECON,3720,501,Discussion,0,Staff,Th 6:00pm - 6:50pm,Maury Hall 113,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Econometrics,,Open,0,22,0,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems. Prerequisite: STAT 2120, STAT 3120, APMA 3110, or APMA 3120"
12323,ECON,3720,502,Discussion,0,Staff,Th 7:00pm - 7:50pm,Clark Hall G004,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Econometrics,,Open,0,22,0,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems. Prerequisite: STAT 2120, STAT 3120, APMA 3110, or APMA 3120"
12324,ECON,3720,503,Discussion,0,Staff,We 7:00pm - 7:50pm,Monroe Hall 114,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Econometrics,,Open,0,22,0,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems. Prerequisite: STAT 2120, STAT 3120, APMA 3110, or APMA 3120"
18401,ECON,3720,504,Discussion,0,Staff,We 6:00pm - 6:50pm,Monroe Hall 114,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Econometrics,,Open,0,22,0,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems. Prerequisite: STAT 2120, STAT 3120, APMA 3110, or APMA 3120"
18883,ECON,4010,100,Lecture,3,Terence Johnson,TuTh 3:30pm - 4:45pm,Chemistry Bldg 206,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Game Theory,,Open,0,45,0,"Analyzes the theory of strategically interdependent decision making, with applications to auctions, bargaining, oligopoly, signaling, and strategic voting. Prerequisite: ECON 3010 or 3110, and STAT 2120 or equivalent"
18891,ECON,4010,101,Discussion,0,Staff,Mo 5:00pm - 5:50pm,Wilson Hall 214,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Game Theory,,Open,0,23,0,"Analyzes the theory of strategically interdependent decision making, with applications to auctions, bargaining, oligopoly, signaling, and strategic voting. Prerequisite: ECON 3010 or 3110, and STAT 2120 or equivalent"
18892,ECON,4010,102,Discussion,0,Staff,Mo 6:00pm - 6:50pm,Wilson Hall 214,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Game Theory,,Open,0,23,0,"Analyzes the theory of strategically interdependent decision making, with applications to auctions, bargaining, oligopoly, signaling, and strategic voting. Prerequisite: ECON 3010 or 3110, and STAT 2120 or equivalent"
13492,ECON,4020,001,Lecture,3,Gaurab Aryal,TuTh 12:30pm - 1:45pm,Maury Hall 110,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Auction Theory and Practice,,Open,0,30,0,"Covers the building blocks of modern auction theory (e.g. First Price versus Second Price, Dutch versus English, Revenue Equivalence, Auctions of Multiple Goods), critically assesses this theory by studying recent auctions in practice (e.g. 3G auctions, milk and timber auctions, eBay versus Amazon), and applies auction theory to other, non-auction, environments (e.g. election races, take-over-bid-wars, duopoly pricing). Prerequisite: ECON 3010 and STAT 2120 or equivalent."
18355,ECON,4030,001,Lecture,3,Terence Johnson,TuTh 2:00pm - 3:15pm,Chemistry Bldg 206,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Market Design: Engineering a Better World,,Open,0,45,0,"The course will consider the theory and practice of market design. We will study classical market failures (market power, externalities, incomplete information, missing markets), the core tools used in practice (auctions and deferred acceptance algorithms), and examples of their real world use (FCC Spectrum Auctions, Google Adwords, the Boston Public School Match, the National Resident Matching Program, and the Northeastern Kidney Exchange)."
18356,ECON,4070,001,SEM,3,Amalia Miller,MoWe 2:00pm - 3:15pm,Monroe Hall 114,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Economics and Gender,,Open,0,15,0,"This course will apply micro-economic theory and empirical methods to explore the role of gender in shaping economic outcomes, examining the inter-relationships between family formation (marriage and fertility), human capital investment, and labor market outcomes. Public policy applications will be emphasized."
18357,ECON,4080,001,Lecture,3,Maria Westerfield,TuTh 2:00pm - 3:15pm,Dell 1 105,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Law and Economics,,Open,0,35,0,"Applies microeconomic theory to the analysis of legal rules and institutions. Includes the effect of economic forces on the development of law, and the effect of laws on the allocation of resources. Prerequisite: ECON 3010 or instructor permission."
18591,ECON,4110,001,Lecture,3,Michael Moore,TuTh 9:30am - 10:45am,Monroe Hall 110,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Competitive Strategy,,Open,0,55,0,"A course in business strategy for advanced undergraduates. Examines topics such as value creation and capture, industry structure, creating and maintaining competitive advantage, vertical structure of the firm, adapting to change, and long-run growth of the firm. Extensive use of business school cases and readings from the popular press."
18592,ECON,4110,002,Lecture,3,Michael Moore,TuTh 12:30pm - 1:45pm,Monroe Hall 124,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Competitive Strategy,,Open,0,45,0,"A course in business strategy for advanced undergraduates. Examines topics such as value creation and capture, industry structure, creating and maintaining competitive advantage, vertical structure of the firm, adapting to change, and long-run growth of the firm. Extensive use of business school cases and readings from the popular press."
18358,ECON,4150,001,Lecture,3,William Johnson,MoWe 3:30pm - 4:45pm,Dell 1 105,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Economics of Labor,,Open,0,40,0,"Analyzes employment and wages, including the economics of education, unemployment, labor unions, discrimination and income inequality. Prerequisites: ECON 3010 or 3110, and ECON 3720, or instructor permission."
18354,ECON,4160,001,Lecture,3,Michael Moore,TuTh 3:30pm - 4:45pm,Monroe Hall 111,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Economics of Health,,Open,0,40,0,"Uses microeconomic theory to examine the demand for health services and medical care, the market for medical insurance, the behavior of physicians and hospitals, issues pertaining to malpractice, and government policy. Prerequisite: ECON 3010 or ECON 3110 and ECON 3720 or ECON 4720."
18870,ECON,4160,100,Discussion,0,Staff,Fr 12:00pm - 12:50pm,Chemistry Bldg 306,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Economics of Health,,Open,0,20,0,"Uses microeconomic theory to examine the demand for health services and medical care, the market for medical insurance, the behavior of physicians and hospitals, issues pertaining to malpractice, and government policy. Prerequisite: ECON 3010 or ECON 3110 and ECON 3720 or ECON 4720."
18871,ECON,4160,101,Discussion,0,Staff,Fr 1:00pm - 1:50pm,Physics Bldg 218,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Economics of Health,,Open,0,20,0,"Uses microeconomic theory to examine the demand for health services and medical care, the market for medical insurance, the behavior of physicians and hospitals, issues pertaining to malpractice, and government policy. Prerequisite: ECON 3010 or ECON 3110 and ECON 3720 or ECON 4720."
18872,ECON,4160,102,Discussion,0,Staff,Fr 2:00pm - 2:50pm,Monroe Hall 116,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Economics of Health,,Open,0,20,0,"Uses microeconomic theory to examine the demand for health services and medical care, the market for medical insurance, the behavior of physicians and hospitals, issues pertaining to malpractice, and government policy. Prerequisite: ECON 3010 or ECON 3110 and ECON 3720 or ECON 4720."
12623,ECON,4170,001,Lecture,3,Marc Santugini Repiquet,MoWe 2:00pm - 3:15pm,Monroe Hall 124,01/19/2022 - 05/03/2022,,,,,,,,,,,,,"The Economics of Risk, Uncertainty, and Information",,Open,0,45,0,"The principles of microeconomics are used to examine decision making under uncertainty: finance, learning, savings, contracts, and oligopoly. Prerequisite: ECON 3010 or ECON 3110."
12624,ECON,4170,002,Lecture,3,Marc Santugini Repiquet,MoWe 3:30pm - 4:45pm,Wilson Hall 325,01/19/2022 - 05/03/2022,,,,,,,,,,,,,"The Economics of Risk, Uncertainty, and Information",,Open,0,45,0,"The principles of microeconomics are used to examine decision making under uncertainty: finance, learning, savings, contracts, and oligopoly. Prerequisite: ECON 3010 or ECON 3110."
12325,ECON,4195,001,Lecture,3,"Federico Ciliberto, Gaurab Aryal",TuTh 9:30am - 10:45am,Monroe Hall 114,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Empirical Industrial Organization,,Open,0,20,0,"Empirical Industrial Organization examines various timely issues related to market structure, firm strategy, and market performance by combining the analysis of data and economic theory to develop and estimate econometric models. Prerequisites: ECON 301, ECON 372"
18359,ECON,4200,001,Lecture,3,Anthony Swisher,Mo 8:00am - 10:30am,Contact Department,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Antitrust Policy,,Open,0,25,0,Studies government regulation and control of business through public policies designed to promote workable competition. Prerequisite: ECON 2010.
11323,ECON,4220,001,Lecture,3,Eric Van Wincoop,TuTh 9:30am - 10:45am,Maury Hall 104,01/19/2022 - 05/03/2022,,,,,,,,,,,,,International Finance and Macroeconomics,,Open,0,60,0,Studies fixed and floating exchange rate systems. Topics include determinants of a nation's balance of international payments; macroeconomic interdependence of nations under various exchange-rate regimes and its implications for domestic stabilization policies; and the international coordination of monetary and stabilization policies. Prerequisite: ECON 3020.
13493,ECON,4230,001,Lecture,3,John Mclaren,TuTh 3:30pm - 4:45pm,Monroe Hall 116,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Seminar on Trade and Development,,Open,0,20,0,"Examines various topics related to either international trade, Third World development, or interactions between the two. Examples include the effects of NAFTA, the WTO, multinational firms, child labor, rich country protectionism against Third World imports, volatile primary commodity markets, and how trade liberalization affects workers in rich and poor countries. The course will be structured on student presentations and directed-research projects. Prerequisite: ECON 3010 or ECON 3110, and either ECON 4210 or ECON 4610."
18364,ECON,4310,100,Lecture,3,Jessica Kripalani,TuTh 5:00pm - 6:15pm,Claude Moore Nursing Educ G120,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Economics of the Public Sector,,Open,0,60,0,"Studies the justifications for government activities, the design of programs consistent with these justifications, the effects of major existing and proposed expenditure programs and taxes, and positive and normative analyses of political systems. Prerequisite: ECON 3010 or 3110."
18873,ECON,4310,101,Discussion,0,Staff,Mo 5:00pm - 5:50pm,Physics Bldg 210,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Economics of the Public Sector,,Open,0,20,0,"Studies the justifications for government activities, the design of programs consistent with these justifications, the effects of major existing and proposed expenditure programs and taxes, and positive and normative analyses of political systems. Prerequisite: ECON 3010 or 3110."
